source_id,ra,dec,parallax,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,radius_gspphot,mh_gspphot
2031706040022048768,296.54230608580343,28.931084560877768,0.8127275755467969,41.45981,0.9476307,14.680075,15.063191,14.126582,0.93660927,6002.079,4.2599,1.2214,-0.1136
2173583653173119104,327.8354126952258,53.46525595059092,0.5041103035850572,14.829308,1.0397472,16.094013,16.592901,15.420678,1.1722231,6156.871,4.2244,1.1304,-0.9368
6013535413676309760,231.72114072221882,-36.16326577374697,1.1508380780444847,18.27983,1.0041962,16.621416,17.399097,15.78428,1.6148176,4585.795,4.5398,0.8165,0.4321
4389277497855562112,261.26843229122557,4.247895883899663,0.5317512818242992,17.172932,1.005609,15.320245,15.704094,14.765044,0.9390497,5716.3613,4.3613,1.0007,-0.1999
5428193184404215936,136.62456254233598,-41.888983141047554,0.808963243737179,16.893175,0.94916344,16.695242,17.330416,15.928257,1.4021587,4819.516,4.5095,0.8274,-0.1079
5214925720023958912,117.43871976179976,-74.05832594078275,2.347003987153875,27.595547,0.94442034,17.950108,19.43653,16.751095,2.6854343,3610.3237,4.7374,0.516,0.1042
5961764251554263424,262.7401662266732,-39.1982127428026,0.7269854411730146,10.887576,1.0151013,16.591534,17.202492,15.705136,1.4973555,5159.67,4.6019,0.697,-0.397
6767386767798915968,297.2652840120666,-24.889925831087,0.8672852858910853,13.963765,0.9313726,16.65072,17.141438,16.000648,1.140789,4726.551,4.3951,0.8941,-1.0587
6511230039178478848,335.33163809721833,-51.73123862948393,2.620485100571263,25.010994,1.0727746,17.788868,19.338089,16.60995,2.7281399,3502.224,4.3813,0.7814,-0.1871
2934539192435119232,106.76402462671557,-17.84656817149072,0.27803707966561514,10.920458,1.0084835,15.271859,15.662954,14.702617,0.96033764,6808.676,4.142,1.4962,-0.5389
2166420334926591104,313.3094230397397,46.61693886838032,0.5488841150967433,16.13176,0.99911916,16.112734,16.605581,15.444706,1.1608753,6504.8555,4.3643,1.0517,-0.7801
1849340216749100544,325.26083540824055,29.307783707071764,0.4953476058898635,11.140176,1.0432581,16.417263,16.832096,15.833838,0.99825764,5288.818,4.4327,0.9364,-0.4564
1984976692708799744,341.72714056126034,47.01544722199127,0.6178534013294716,18.384058,0.9635335,15.804216,16.29168,15.159866,1.131813,5296.9946,3.903,1.841,-0.0223
6342288080409795840,271.5099707882313,-87.78357251085278,1.098042314719372,14.60329,1.0065799,17.677965,18.698915,16.683071,2.0158443,4197.066,4.6716,0.6214,0.0795
5858626904060865408,197.17999911089436,-66.21937970242442,0.9947110786578692,19.968918,0.92504036,16.641468,17.303484,15.852541,1.450943,4744.4575,4.6136,0.6692,-0.2559
6093163317072732160,214.56406175081705,-46.730798850622485,1.0904943240739386,33.606796,1.0227888,15.22993,15.659007,14.633297,1.0257101,5312.123,4.6135,0.744,-0.1568
5388970271740246784,165.67313955984903,-42.83342730884309,0.676708226932887,15.757378,1.0207978,16.410255,16.851742,15.795607,1.0561352,5030.3384,4.193,1.3446,-0.6958
2047639612750143104,297.8234657094062,35.69444649616818,0.3695948093497678,24.349598,1.0240756,14.052842,14.764472,13.231075,1.5333967,4958.1606,2.7796,6.2962,-0.662
6725117177176050176,271.29440405761443,-42.23242255144122,0.46113364289958236,11.024428,1.0479183,15.838857,16.21386,15.2907915,0.92306805,5283.055,4.3594,1.0411,-0.7581
2115564348706678144,273.2596841793331,46.445592716737835,0.9114688769875772,44.110203,0.9782557,15.408286,15.798449,14.850294,0.94815445,5316.394,4.4657,0.9157,-0.1136
5609322916029888000,106.29988469888089,-29.363873795403478,0.47960001819825554,25.250387,1.0190669,14.609543,14.82467,14.246191,0.5784788,7057.392,4.0014,1.9905,-0.5696
5887954280841977856,228.85756232549122,-53.463054454498476,0.30134474222516033,12.699225,0.9942214,14.5437765,15.711281,13.482513,2.2287674,5962.155,2.3062,24.6703,0.0524
5853519840059113600,217.62844680470852,-62.60504730498418,1.609383966125293,26.377268,0.9843401,16.828598,17.665506,15.793262,1.8722448,4312.548,4.6465,0.6593,0.1423
5615887099229615744,115.74252291743535,-22.802569532676927,1.8498588151018018,10.680949,0.9829518,18.71978,20.132126,17.634119,2.4980068,3343.4912,4.6079,0.2682,-1.1629
152075175521731328,65.72831483785296,26.54414677239031,0.8794387641911058,13.565867,1.0531982,16.5765,17.397339,15.67181,1.7255287,5180.1675,4.6467,0.6899,-0.2995
457984392985493376,37.65656260981406,57.07945504356105,0.57112245299067,12.770961,1.0442824,16.33106,16.906204,15.602123,1.304081,6474.601,4.4223,1.1023,-0.1454
